id,url,duration,desc,play_count,digg_count,comment_count,share_count,music_play_url
7479100367758724383,https://tiktok.com/@/video/7479100367758724383,101,"*Patched on 3/10/2025* The fastest Night Pollen Farm in Monster Hunter Wilds. No moon cycles or resting, none of that stuff!  🧂REPOST THIS YALL! 🧂 Lots of creators just copying each other.  I got you fam.  #mhwilds #monsterhunter #monsterhunterwilds #farming #GamingOnTikTok #gaming #foryoupage ",277965,15314,723,1748,https://sf16.tiktokcdn-us.com/obj/tos-alisg-ve-2774/26921a113b8f4f18a34e0b4ffba59cd1
7437838557848325419,https://tiktok.com/@/video/7437838557848325419,17,Terraria gumma lore: #terraria #террария ,782355,64897,1040,3978,https://v16m.tiktokcdn-us.com/0d55a1e41af1484776326433c3cb99c7/67f5afa5/video/tos/useast5/tos-useast5-v-27dcd7-tx/ocPEEMOr4wzBGLkg4Ji3AinKEBtBDwFpdIf4Y8/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thb7k3OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=PDdoZjQ7NzM3Ozs5ODU3Z0BpM3ZveGo5cm87djMzZzU8NEAyNF41Yi8zNjMxYDYxNjQwYSMwZTAuMmRzMnBgLS1kMS9zcw%3D%3D&vvpl=1&l=202504081721567B01569BDB841A36715A&btag=e000b8000&download=true
7324783077434133791,https://tiktok.com/@/video/7324783077434133791,72,Where my AOT fans at? #sim #aot #attackontitan #therumbling #anime #concerts #shows #simlive #danisconcertlife #ltl #festivals #attackontitanseason4 #louderthanlife ,67545,8696,114,171,https://v16m.tiktokcdn-us.com/5bc339359e6aee5531ac5e5e87fba322/680e8840/video/tos/useast8/tos-useast8-v-27dcd7-tx2/owna8CjicAGVZlIA4xAybL5AERCkmECbABvi2/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThM64EKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2U0ZnY5cjZncDMzaTU8NEBpM2U0ZnY5cjZncDMzaTU8NEBtbDZmMmRra2dgLS1kMTJzYSNtbDZmMmRra2dgLS1kMTJzcw%3D%3D&vvpl=1&l=20250427133936B00BF5F8490DC103742D&btag=e00050000&download=true
7507782025005534494,https://tiktok.com/@/video/7507782025005534494,69,AuntieGigi and NephewCEO #TicsTripsTruths #ubertourettes #viral #Unity #AuntieGigiNephewCEO #jeannauberstories #laughteristhebestmedicine #StLouis #STL #tsawarenessmonth #uber @Ceo Dee @Uber ,211653,14263,214,1038,https://v16m.tiktokcdn-us.com/9c47b4c2b8b47eaa9ad376778ab5b2ca/6831bcb1/video/tos/useast8/tos-useast8-v-27dcd7-tx2/o8Ho9oAEACAqAJf9AIFSMAVDPfpBRBQEEUBBiI/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThcfYiKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajM7d285cjZqMzMzaTU8NEBpajM7d285cjZqMzMzaTU8NEBoZTEuMmRzLWxhLS1kMTJzYSNoZTEuMmRzLWxhLS1kMTJzcw%3D%3D&vvpl=1&l=202505240632432301739E29E7352B2C50&btag=e00050000&download=true
7289206461673016619,https://tiktok.com/@/video/7289206461673016619,20,Trua the orca belly rub 🐳 #seaworld #seaworldorlando #orcaencounter #orca #killerwhale #seaworldvideos #seaworldparks ,1759102,30343,650,387,https://v16m.tiktokcdn-us.com/27aea089ec714bd40f0f67b77154424f/67d1b5e8/video/tos/useast5/tos-useast5-v-27dcd7-tx/o0loED99yEpAKABJdAlf5AthEHzARmBjcwtprJ/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Thb9YKOXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajh4bDw6Zmg6bjMzZzU8NEBpajh4bDw6Zmg6bjMzZzU8NEByNDU1cjRfYWhgLS1kMS9zYSNyNDU1cjRfYWhgLS1kMS9zcw%3D%3D&vvpl=1&l=20250312102700B2B05CEDC7BC31008715&btag=e00078000&download=true
7482132697482120478,https://tiktok.com/@/video/7482132697482120478,76,"It’s a big week for new food releases so here’s another list to keep y’all in-the-know.  Today’s looking pretty hype with two Hidden Valley Ranch flavors coming Hot Pockets, Smartfood Popcorn getting the Cheetos treatment, the return of the Lay’s Chesapeake Bay Crab Spice chips, and more from A-Sha (Hello Kitty Mochi Pancakes anyone?), Lifeway Kefir, Kool-Aid, Tate’s Bake Shop, and Pillsbury.  Any of these new food releases catching your eye?  #foodnews#foodtok#cheetos#lays#hiddenvalleyranch#snacks#pizza#baking#groceries#eating#fyp#greenscreen ",149615,11397,117,2750,https://v16m.tiktokcdn-us.com/314fa2ef0b9799559134e0b30e7871c5/68118a5e/video/tos/useast8/tos-useast8-v-27dcd7-tx2/oYoMEi9BAvAVxi9RAE4DXl7AZACrzDgL2iVPv/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThAS59KXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajVudm05cmZ4eTMzaTU8NEBpajVudm05cmZ4eTMzaTU8NEBxc2NrMmRrLV5gLS1kMTJzYSNxc2NrMmRrLV5gLS1kMTJzcw%3D%3D&vvpl=1&l=20250429202522B634B0AAAD72C4058121&btag=e00050000&download=true
7458441683290705174,https://tiktok.com/@/video/7458441683290705174,83,¿Quieres DESTRUIR el EGO de alguien? 🎭 Aquí te dejo 7 frases de Psicología Oscura ➡️ Úsalos con Precaución ⚠️  #tacticasymanipulacion  #darkpsychology #dark  #psycology #ego  #psychologyfacts  #psicologiaoscura  #psicologia #narcissist ,158499,10998,246,1108,https://sf16.tiktokcdn-us.com/obj/tos-alisg-ve-2774/oQZn9QAzeFQIdPXFdGzPhgCemIDgLafJRzqYsy
7502493907645648159,https://tiktok.com/@/video/7502493907645648159,100,They tried to set me up 😂😂😂😂😂😂🤦🏽‍♀️‼️#creatorsearchinsights #trending #viral #fyp #funnyvideos #griptownfamilyof6 #funny #siblingrivalry ,110698,13805,439,339,https://v19.tiktokcdn-us.com/b40ee40ef051d47009bb687a45bdc94a/681ea5dc/video/tos/useast8/tos-useast8-v-27dcd7-tx2/o0aOqCfmVHIAENJAURAUIZFENGAlAoepDzEjBc/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThoV8cKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2w7bm85cjc2MzMzaTU8NEBpM2w7bm85cjc2MzMzaTU8NEBlbW0wMmRjYWNhLS1kMTJzYSNlbW0wMmRjYWNhLS1kMTJzcw%3D%3D&vvpl=1&l=20250509190143984E03F5535453053B1F&btag=e00050000&download=true
7363739201902365994,https://tiktok.com/@/video/7363739201902365994,228,"Replying to @jenner_meegan spinning Pink Floyd Dark Side of The Moon on Vinyl while watching The Wizard of Oz. Part 2 - Color scene change when the track ""Money"" starts #nowspinning #pinkfloyd #darksideoftherainbow #darksideofoz #wizardofoz ",626511,11066,192,800,https://v19.tiktokcdn-us.com/3ec74255b7f55570e41bfd4f46ab62e6/680934b4/video/tos/useast5/tos-useast5-v-27dcd7-tx/oIoiJUyImISAUADrgBMFKBHEIBDAhJCVigfsej/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThaaF6KXq8Zmo&mime_type=audio_mpeg&qs=13&rc=am41Zm85cnJucjMzZzU8NEBpam41Zm85cnJucjMzZzU8NEBgaWBsMmRrMGxgLS1kMS9zYSNgaWBsMmRrMGxgLS1kMS9zcw%3D%3D&vvpl=1&l=202504231239123DF6F401729EB7067C79&btag=e00058000&download=true
7304568520203947307,https://tiktok.com/@/video/7304568520203947307,8,we love it here #wawa #fyp #foryou #viral #nj #newjersey #youlooklonely ,419136,81070,745,1178,https://v16m.tiktokcdn-us.com/132019386ff28cbbbd9e15bdf016d3d8/67f9c765/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/34ee72139a3c42aa9558e461f4a61c52/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=252&bt=126&ds=5&ft=GSDrKInz7ThZ2P.OXq8Zmo&mime_type=audio_mp4&qs=13&rc=M3d4cjk6ZjRlOzMzNzU8M0BpM3d4cjk6ZjRlOzMzNzU8M0Bybi4xcjQwZzNgLS1kMTZzYSNybi4xcjQwZzNgLS1kMTZzcw%3D%3D&vvpl=1&l=20250411195209D51782E744AF2617CF06&btag=e00078000&download=true
7253802222822362414,https://tiktok.com/@/video/7253802222822362414,116,Original recipe —> @the.cookin.mama y’all are going to LOVE this 4 ingredient Lemon icebox pie!!! #lemon #summervibes #iceboxpie #lemoniceboxpie #colddessert #easyrecipe #4ingredientsrecipe #coolwhip ,456398,39335,675,5868,https://v77.tiktokcdn-eu.com/da875045453790b0c14b4c40ff6c48fc/68268fa9/video/tos/maliva/tos-maliva-v-27dcd7c799-us/og3MBNNzpIPSEkyKErMNuVJVqAuBPhdxfQBzUw/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThKE5QKXq8Zmo&mime_type=audio_mpeg&qs=6&rc=N2hmaTQ0ZjY0NDtpOTQ4OEBpajxwNmk6ZnNkbDMzZzU8NEAuYjIvLjJhNjUxMi0zNWFjYSMzNS4vcjRncWlgLS1kMS9zcw%3D%3D&vvpl=1&l=202505150904526DA4A12EE31B06490C7B&btag=e00090000&download=true
7323989408368069893,https://tiktok.com/@/video/7323989408368069893,29,#REGINAGEORGE | REVENGE. | #fyp #fouryou #foryoupage #fy #fabccio #reginageorgeedit #meangirls #meangirlsedit #meangirls2024  #meangirls2024edit #rachelmcadams #reneerapp ,158669,10688,62,301,https://v58.tiktokcdn-eu.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oIL2IkloEGIreggFgClCeLZyMCSNtMVeTBSiXH/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThFdYEKXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Z2U0aGg4NTpoZDtkOmc2NEBpMzg4bHY5cjgzcDMzNzU8M0AuMDZeLTY2NS8xLi4zLl9eYSNkcWprMmRrZ2ZgLS1kMTZzcw%3D%3D&vvpl=1&l=20250426224554A5A937A07AC36F19C2AA&VExpiration=1745793983&VSignature=RKdUz_IKbaR1xjzBEXssWA&btag=e000b8000&download=true
7464463469518048534,https://tiktok.com/@/video/7464463469518048534,75,Haster cage setup  #HamsterCage #HamsterSetup #HamsterHome #HamsterHabitat #CageDecor #HamsterLife #SmallPetCage #PetCare #HamsterLovers #diyhamstercage #creatorsearchinsights ,443593,22866,302,1715,https://v16m.tiktokcdn-us.com/5b9839e65684f50ce1e582eda5526d7f/67fede89/video/tos/no1a/tos-no1a-v-2370-no/o8dFIoDHInTIEQAftfrYuIjRPDANPDf8LAEAEL/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=252&bt=126&ds=5&ft=GSDrKInz7ThV.LxOXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2g1NG85cjpreDMzbzU8NUBpM2g1NG85cjpreDMzbzU8NUBmNHFqMmRzaF9gLS1kMTFzYSNmNHFqMmRzaF9gLS1kMTFzcw%3D%3D&vvpl=1&l=20250415163125D31BD60CB4825F0F1E84&btag=e00050000&download=true
7374793949946318126,https://tiktok.com/@/video/7374793949946318126,26,TY to all the new Follows❤️#mermaid #mermaidsoftiktok #freediving #tattoo #fyp #foryou #explore ,1855665,360624,1727,17817,https://v16m.tiktokcdn-us.com/725dfcafd580faa05f36dd457cc537ce/67f9cbde/video/tos/useast5/tos-useast5-v-27dcd7-tx/oYeOEOBlDgAEiDJdAEOnfAVC145D9Fr5aSDr4U/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Th~TP.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=am8zNm85cnh0cTMzZzU8NEBpam8zNm85cnh0cTMzZzU8NEBiM2tzMmQ0cG5gLS1kMS9zYSNiM2tzMmQ0cG5gLS1kMS9zcw%3D%3D&vvpl=1&l=20250411201058750E3FF8F7587A19A848&btag=e00048000&download=true
7459882005493239082,https://tiktok.com/@/video/7459882005493239082,60,#capcut ,191727,17479,3106,5791,https://v19.tiktokcdn-us.com/a612babe35c490f15cb9fb816aebaddf/67f91d9d/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oAkWhcQEEqDCVJqFgjBJBnAAeAbBJUAAEJCkfH/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Thlxp.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajdqbHg5cmQzdzMzNzU8M0BpajdqbHg5cmQzdzMzNzU8M0BkY19hMmRrLV9gLS1kMTZzYSNkY19hMmRrLV9gLS1kMTZzcw%3D%3D&vvpl=1&l=20250411074712D8CA8A5934601406B9A8&btag=e00050000&download=true
7333057697245547807,https://tiktok.com/@/video/7333057697245547807,10,yeah. #viral #xyz #fyp #doom #doometernal #doomguy #doomslayer #darksouls ,740212,94218,482,2018,https://sf19.tiktokcdn-us.com/obj/tos-alisg-ve-2774/o4OMIgVib2siOMWIgAizByRBwsoI1A2pfmJWC9
7456612499677334814,https://tiktok.com/@/video/7456612499677334814,61,hearing this live is unreal 👏 #metal #metalhead #metalheads #metalheadsoftiktok #metaltok #metaltiktok🤘 #metalmusic #metaltiktok ,194195,20477,218,1925,https://v19.tiktokcdn-us.com/ff96f2e3369b4545cb82ccb0c6ff7dc7/67fa0f97/video/tos/useast8/tos-useast8-v-27dcd7-tx2/oMCABEA1o3B1sARVvAAClEZKN97Z7RxiaOi3P/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThYN2.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2g4d285cjttdzMzaTU8NEBpM2g4d285cjttdzMzaTU8NEAyZnI1MmQ0X3FgLS1kMTJzYSMyZnI1MmQ0X3FgLS1kMTJzcw%3D%3D&vvpl=1&l=20250412005938FDD6F2479D82D928DB7F&btag=e00050000&download=true
7358565353011678496,https://tiktok.com/@/video/7358565353011678496,8,vi lascio questa perla✨✨✨,302838,31523,121,641,https://v16m.tiktokcdn-us.com/939044ac73e1edae3390e6ea4528f237/683609fa/video/tos/useast2a/tos-useast2a-v-2370-euttp/ocgeIgeTAo4cnADqGAgFmPHvIfwZMfEEJABi9E/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThBS2_KXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M21tc2s5cmlocjMzZjU8M0BpM21tc2s5cmlocjMzZjU8M0A1XjI2MmRzLWNgLS1kMWNzYSM1XjI2MmRzLWNgLS1kMWNzcw%3D%3D&vvpl=1&l=20250527125234AA4D3D0061393839CC54&btag=e00070000&download=true
7267594046573514030,https://tiktok.com/@/video/7267594046573514030,26,The E clearly didn’t want us to be great #lovepoolchallenge #michaelbublé #love #fyp ,297688,23421,47,895,https://sf19.tiktokcdn-us.com/obj/tos-alisg-ve-2774/281e746626b54fdab6d5d98e1162d6e7
7407252760040721695,https://tiktok.com/@/video/7407252760040721695,13,They said don't spoil her but no one said anything about her spoiling me… Our tiny NICU baby has come a long way. And we are still here spoiling each other 😁💫 Encouraging everyone to enter the week with childlike faith. Believing that any battle you are fighting is already won and the only things that can block your blessings are lack of faith and lack of work.  #DaddyDaughter #daddysprincess #daddysgirl #Daughter ,2098966,247926,409,17350,https://v77.tiktokcdn-eu.com/fe3147018a96556f69651a937b1d94dc/68105317/video/tos/maliva/tos-maliva-ve-27dcd7c799-us/okBVqrRC0TZvcNKIiDiiDOLZp2MxPhsAwlAy2/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThND3EKXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NDw1NTY4MzdnZ2c1ODVlO0BpM2Rpdms5cmd3dTMzaTU8NEBiYzIxL18tNWMxXjIzNDQtYSNsYWRkMmQ0ZjJgLS1kMTJzcw%3D%3D&vvpl=1&l=202504281218178EF481DD998C9F41ECA1&btag=e000b0000&download=true
7385681019619282207,https://tiktok.com/@/video/7385681019619282207,60,Mama is reading us a book called “Good Night Cowboys” 🤠 📕 We think we make good little cowboys and cowgirls 🐄 We need to move this bedtime story to a campfire 🏕️ 🔥🤣  #book #reading #bedtimestory #read #bedtimestories #fabfivebookclub #sunsationalsix #readmeastory #storytime #storyhour #childrensbook #kidsbooks #bookclub #poodles #toypoodles #poodle #toypoodle #readingtime #readingisfun #dogsofinstagram #poodlesofinstagram #bedtime #goodnight #sleeptight #cowboys #cowboyhats #goodnightcowboys #goodnightbooks ,550752,59859,1696,17915,https://v19.tiktokcdn-us.com/1e76cb90d5772c8b268480a2abf829b6/67f9af10/video/tos/useast8/tos-useast8-v-27dcd7-tx2/ogFXdA9MfEZYIaVAE8bzDTNCqVffIDqAoWKAID/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Thbmk.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=amdubXg5cm9tczMzaTU8NEBpamdubXg5cm9tczMzaTU8NEAvbGIyMmRjX3NgLS1kMTJzYSMvbGIyMmRjX3NgLS1kMTJzcw%3D%3D&vvpl=1&l=20250411180748F3AA59E9D187331170C8&btag=e00050000&download=true
